ApplicationNumber,Age,Gender,IncomeSource,Income,Loan,LoanTerm,CIBIL,CoAppStatus,CoAppCIBIL,CoAppIncome,ApplicationThrough,ApplicationTime,MobileOS,Score
10280,30,Female,Self Employed,48000.0,626000.0,23.0,388.0,Yes,622.0,72000.0,DirectBank,16:28:00,,58.0
10284,35,Male,Salaried,6000.0,184000.0,28.0,410.0,No,,,Agent,09:18:00,,55.0
10286,21,Male,Salaried,26000.0,170000.0,33.0,605.0,Yes,574.0,7000.0,DirectOnline,07:04:00,Android,51.0
10288,50,Female,Business,38000.0,175000.0,24.0,302.0,No,,,DirectOnline,16:06:00,Android,51.0
10289,37,Female,Self Employed,71000.0,325000.0,19.0,,Yes,759.0,20000.0,DirectBank,09:22:00,,51.0
10290,55,Female,Business,22000.0,365000.0,22.0,484.0,Yes,725.0,30000.0,PaidAd,10:17:00,Android,52.0
10291,52,Male,Salaried,39000.0,991000.0,24.0,878.0,Yes,,32000.0,Agent,12:41:00,,55.0
10292,25,Male,Self Employed,7000.0,467000.0,30.0,514.0,Yes,500.0,17000.0,DirectBank,14:54:00,,62.0
10293,54,Male,Business,58000.0,151000.0,20.0,420.0,Yes,690.0,20000.0,DirectBank,17:54:00,,52.0
10296,22,Female,Self Employed,56000.0,64000.0,18.0,307.0,Yes,441.0,51000.0,DirectOnline,19:46:00,Android,56.0
10299,53,Female,Self Employed,84000.0,289000.0,22.0,339.0,Yes,382.0,27000.0,PaidAd,17:36:00,Android,55.0
10300,26,Female,Business,40000.0,437000.0,18.0,437.0,Yes,517.0,15000.0,DirectBank,10:29:00,,51.0
10301,51,Male,Business,54000.0,403000.0,22.0,707.0,No,,,DirectOnline,16:57:00,Android,62.0
10304,31,Male,Self Employed,20000.0,110000.0,33.0,567.0,No,,,Agent,09:17:00,,55.0
10306,46,Female,Business,9000.0,309000.0,25.0,897.0,Yes,400.0,39000.0,DirectBank,10:50:00,,51.0
10307,29,Male,Self Employed,56000.0,368000.0,28.0,441.0,Yes,565.0,34000.0,DirectBank,17:44:00,,56.0
10308,55,Female,Professional,8000.0,366000.0,25.0,505.0,No,,,DirectBank,14:51:00,,61.0
10311,29,Female,Self Employed,46000.0,146000.0,16.0,386.0,No,,,DirectOnline,23:01:00,Android,51.0
10315,24,Female,Business,45000.0,155000.0,34.0,503.0,Yes,681.0,19000.0,DirectOnline,00:51:00,Android,56.0
10317,53,Female,Self Employed,42000.0,793000.0,21.0,581.0,Yes,694.0,76000.0,PaidAd,17:15:00,Android,60.0
10318,22,Male,Business,16000.0,442000.0,33.0,607.0,Yes,632.0,51000.0,DirectOnline,13:57:00,Android,57.0
10319,23,Female,Self Employed,16000.0,259000.0,35.0,689.0,Yes,673.0,16000.0,DirectBank,11:30:00,,59.0
10320,39,Male,Professional,5000.0,101000.0,30.0,334.0,Yes,,26000.0,DirectOnline,12:11:00,Android,61.0
10324,56,Female,Self Employed,35000.0,408000.0,20.0,399.0,No,,,DirectBank,09:08:00,,51.0
10329,57,Female,Salaried,9000.0,96000.0,35.0,,No,,,DirectOnline,01:42:00,Android,63.0
10331,36,Female,Self Employed,46000.0,614000.0,32.0,611.0,Yes,457.0,41000.0,DirectOnline,20:50:00,Android,57.0
10337,50,Male,Self Employed,41000.0,465000.0,34.0,411.0,Yes,304.0,14000.0,DirectBank,09:21:00,,56.0
10338,29,Male,Professional,11000.0,476000.0,21.0,540.0,Yes,303.0,29000.0,PaidAd,14:22:00,Android,52.0
10341,30,Male,Self Employed,5000.0,392000.0,27.0,317.0,Yes,584.0,9000.0,DirectOnline,13:10:00,Android,63.0
10342,51,Female,Self Employed,51000.0,337000.0,23.0,682.0,Yes,674.0,55000.0,DirectBank,09:13:00,,53.0
10343,36,Male,Self Employed,57000.0,172000.0,18.0,483.0,Yes,,45000.0,DirectOnline,19:10:00,Android,53.0
10345,50,Male,Self Employed,5000.0,54000.0,15.0,309.0,Yes,,38000.0,DirectBank,15:21:00,,61.0
10346,29,Male,Self Employed,44000.0,389000.0,33.0,302.0,Yes,659.0,21000.0,DirectOnline,21:48:00,Android,62.0
10347,64,Male,Self Employed,15000.0,216000.0,24.0,,Yes,405.0,53000.0,DirectBank,17:02:00,,60.0
10348,41,Female,Self Employed,54000.0,425000.0,28.0,390.0,Yes,857.0,42000.0,PaidAd,10:01:00,Android,54.0
10349,43,Male,Self Employed,21000.0,121000.0,32.0,613.0,Yes,493.0,52000.0,PaidAd,20:59:00,Android,52.0
10350,62,Female,Self Employed,41000.0,169000.0,33.0,372.0,No,,,DirectOnline,03:56:00,iOS,61.0
10352,52,Male,Self Employed,7000.0,101000.0,26.0,612.0,Yes,,30000.0,DirectBank,10:14:00,,65.0
10354,35,Male,Salaried,31000.0,252000.0,25.0,574.0,Yes,476.0,42000.0,PaidAd,14:40:00,Android,52.0
10357,64,Female,Self Employed,14000.0,278000.0,32.0,634.0,No,,,DirectBank,17:55:00,,67.0
10358,63,Female,Self Employed,27000.0,384000.0,28.0,649.0,No,,,DirectOnline,19:07:00,Android,66.0
10359,25,Male,Self Employed,42000.0,424000.0,26.0,503.0,Yes,618.0,19000.0,DirectBank,09:32:00,,58.0
10361,27,Female,Self Employed,37000.0,221000.0,13.0,382.0,Yes,323.0,7000.0,DirectOnline,21:59:00,Android,52.0
10362,50,Male,Salaried,56000.0,652000.0,19.0,586.0,No,,,DirectOnline,14:37:00,Android,56.0
10363,38,Male,Salaried,11000.0,296000.0,35.0,458.0,Yes,513.0,5000.0,DirectOnline,14:31:00,Android,69.0
10364,23,Male,Professional,19000.0,208000.0,25.0,522.0,Yes,603.0,18000.0,DirectBank,15:52:00,,51.0
10365,46,Male,Professional,10000.0,57000.0,18.0,675.0,Yes,622.0,11000.0,DirectBank,16:10:00,,66.0
10366,61,Male,Self Employed,25000.0,228000.0,14.0,536.0,No,,,DirectOnline,10:36:00,Android,62.0
10367,52,Female,Self Employed,7000.0,133000.0,12.0,676.0,No,,,DirectOnline,16:18:00,Android,58.0
10370,51,Male,Professional,24000.0,355000.0,29.0,681.0,No,,,DirectBank,14:06:00,,60.0
10372,65,Female,Business,39000.0,442000.0,26.0,573.0,No,,,PaidAd,13:28:00,Android,56.0
10374,59,Others,Self Employed,11000.0,359000.0,24.0,575.0,Yes,811.0,16000.0,DirectBank,17:04:00,,53.0
10375,22,Female,Business,22000.0,902000.0,20.0,471.0,Yes,445.0,6000.0,DirectBank,14:09:00,,59.0
10378,46,Male,Self Employed,42000.0,301000.0,32.0,648.0,Yes,581.0,5000.0,DirectBank,09:49:00,,59.0
10380,46,Female,Self Employed,26000.0,681000.0,23.0,,Yes,,11000.0,DirectBank,11:58:00,,60.0
10381,61,Male,Self Employed,36000.0,109000.0,29.0,387.0,Yes,535.0,18000.0,DirectOnline,07:38:00,Android,67.0
10383,49,Male,Self Employed,27000.0,436000.0,35.0,661.0,Yes,430.0,17000.0,DirectBank,16:22:00,,58.0
10385,47,Male,Self Employed,15000.0,141000.0,33.0,,Yes,689.0,25000.0,DirectOnline,13:09:00,Android,58.0
10386,24,Male,Salaried,47000.0,403000.0,27.0,663.0,Yes,,5000.0,PaidAd,10:02:00,Android,57.0
10387,30,Male,Self Employed,29000.0,78000.0,26.0,497.0,Yes,729.0,26000.0,DirectOnline,17:44:00,Android,53.0
10391,50,Female,Self Employed,36000.0,235000.0,25.0,518.0,No,,,Agent,15:38:00,,64.0
10393,30,Male,Salaried,6000.0,151000.0,15.0,615.0,Yes,464.0,12000.0,DirectOnline,01:32:00,Android,62.0
10396,57,Female,Self Employed,14000.0,193000.0,24.0,684.0,Yes,555.0,5000.0,DirectBank,15:03:00,,58.0
10397,38,Others,Self Employed,25000.0,44000.0,19.0,666.0,Yes,518.0,11000.0,DirectBank,10:19:00,,52.0
10399,61,Male,Self Employed,22000.0,413000.0,27.0,666.0,Yes,475.0,7000.0,Agent,13:55:00,,64.0
10404,24,Female,Self Employed,5000.0,131000.0,25.0,510.0,Yes,598.0,20000.0,DirectBank,13:57:00,,61.0
10405,44,Male,Self Employed,17000.0,336000.0,25.0,546.0,No,,,DirectBank,15:22:00,,55.0
10406,34,Male,Self Employed,14000.0,434000.0,31.0,697.0,No,,,DirectOnline,13:03:00,Android,61.0
10408,31,Male,Business,36000.0,73000.0,20.0,620.0,Yes,306.0,18000.0,DirectOnline,01:25:00,Android,61.0
10409,47,Female,Self Employed,5000.0,165000.0,26.0,517.0,Yes,779.0,19000.0,DirectOnline,07:12:00,iOS,68.0
10410,50,Female,Self Employed,9000.0,423000.0,32.0,,No,,,Agent,09:18:00,,56.0
10412,35,Male,Self Employed,20000.0,240000.0,14.0,555.0,Yes,511.0,34000.0,Agent,14:53:00,,51.0
10413,65,Female,Self Employed,63000.0,52000.0,18.0,692.0,No,,,DirectOnline,07:49:00,Android,53.0
10417,51,Male,Self Employed,9000.0,289000.0,34.0,890.0,Yes,672.0,18000.0,DirectOnline,19:42:00,Android,57.0
10419,35,Male,Self Employed,7000.0,152000.0,19.0,635.0,No,,,PaidAd,20:57:00,iOS,57.0
10420,21,Female,Self Employed,10000.0,360000.0,22.0,482.0,Yes,563.0,78000.0,DirectOnline,00:24:00,Android,61.0
10422,20,Male,Salaried,9000.0,481000.0,21.0,315.0,Yes,606.0,13000.0,DirectBank,17:24:00,,55.0
10425,63,Male,Salaried,5000.0,197000.0,15.0,365.0,Yes,,45000.0,DirectBank,10:41:00,,57.0
10427,50,Female,Self Employed,5000.0,149000.0,34.0,340.0,No,,,DirectBank,17:09:00,,53.0
10428,63,Male,Salaried,52000.0,432000.0,31.0,464.0,No,,,DirectOnline,09:24:00,Android,61.0
10432,44,Male,Self Employed,21000.0,76000.0,34.0,658.0,No,,,PaidAd,20:19:00,Android,51.0
10433,26,Female,Self Employed,47000.0,441000.0,29.0,636.0,Yes,,16000.0,DirectOnline,04:09:00,Android,63.0
10439,38,Male,Professional,21000.0,480000.0,19.0,723.0,No,,,DirectOnline,21:33:00,Android,55.0
10440,26,Female,Self Employed,11000.0,187000.0,21.0,641.0,Yes,820.0,85000.0,DirectOnline,13:00:00,Android,55.0
10441,22,Female,Salaried,56000.0,352000.0,26.0,758.0,No,,,DirectOnline,06:25:00,Android,54.0
10442,51,Male,Self Employed,18000.0,964000.0,24.0,340.0,No,,,DirectBank,16:58:00,,60.0
10443,49,Female,Self Employed,44000.0,396000.0,19.0,404.0,Yes,379.0,19000.0,DirectOnline,11:13:00,Android,56.0
10444,28,Female,Self Employed,10000.0,953000.0,25.0,609.0,Yes,563.0,59000.0,DirectBank,15:23:00,,52.0
10447,50,Female,Self Employed,91000.0,140000.0,32.0,,Yes,864.0,7000.0,DirectOnline,20:54:00,Android,53.0
10448,29,Male,Self Employed,7000.0,232000.0,33.0,401.0,Yes,552.0,6000.0,DirectOnline,17:56:00,Android,64.0
10451,20,Male,Salaried,32000.0,444000.0,26.0,665.0,No,,,DirectBank,14:23:00,,56.0
10455,36,Female,Professional,19000.0,325000.0,28.0,696.0,Yes,,10000.0,DirectBank,14:40:00,,54.0
10457,45,Male,Salaried,17000.0,618000.0,28.0,677.0,No,,,DirectBank,10:01:00,,53.0
10459,43,Male,Self Employed,12000.0,410000.0,25.0,719.0,Yes,616.0,58000.0,Agent,15:13:00,,55.0
10460,57,Male,Business,14000.0,120000.0,25.0,446.0,Yes,641.0,32000.0,PaidAd,16:42:00,Android,55.0
10463,62,Male,Self Employed,10000.0,99000.0,16.0,596.0,No,,,PaidAd,20:18:00,Android,65.0
10464,65,Male,Self Employed,11000.0,326000.0,29.0,382.0,Yes,,9000.0,PaidAd,14:46:00,Android,56.0
10465,40,Male,Salaried,54000.0,136000.0,21.0,,Yes,502.0,16000.0,PaidAd,12:38:00,Android,52.0
10467,47,Male,Self Employed,33000.0,458000.0,34.0,889.0,Yes,771.0,59000.0,DirectOnline,14:27:00,Android,54.0
10475,63,Female,Professional,12000.0,343000.0,23.0,582.0,No,,,DirectOnline,23:39:00,Android,59.0
10476,38,Male,Professional,5000.0,414000.0,21.0,507.0,No,,,DirectOnline,13:31:00,Android,58.0
10477,30,Female,Business,19000.0,377000.0,22.0,631.0,Yes,437.0,6000.0,Agent,17:06:00,,51.0
10478,28,Male,Salaried,38000.0,186000.0,13.0,,Yes,615.0,9000.0,PaidAd,13:03:00,Android,58.0
10479,46,Male,Professional,31000.0,412000.0,35.0,361.0,Yes,684.0,51000.0,DirectOnline,04:32:00,Android,67.0
10480,21,Male,Self Employed,10000.0,310000.0,31.0,842.0,Yes,357.0,12000.0,DirectBank,14:30:00,,51.0
10481,61,Female,Self Employed,16000.0,446000.0,30.0,430.0,Yes,658.0,20000.0,DirectOnline,13:16:00,iOS,64.0
10482,29,Female,Self Employed,33000.0,662000.0,29.0,526.0,No,,,DirectBank,14:20:00,,55.0
10484,23,Female,Self Employed,29000.0,112000.0,35.0,545.0,Yes,597.0,36000.0,PaidAd,08:28:00,Android,64.0
10485,54,Female,Self Employed,55000.0,462000.0,18.0,870.0,Yes,687.0,12000.0,DirectOnline,18:55:00,Android,57.0
10492,30,Male,Business,36000.0,201000.0,27.0,429.0,No,,,DirectOnline,09:18:00,Android,55.0
10493,61,Male,Salaried,26000.0,350000.0,18.0,421.0,Yes,360.0,59000.0,DirectBank,11:29:00,,57.0
10494,51,Female,Business,18000.0,188000.0,20.0,595.0,No,,,Agent,10:32:00,,55.0
10495,65,Male,Self Employed,19000.0,486000.0,33.0,395.0,Yes,500.0,59000.0,Agent,16:35:00,,63.0
10497,44,Female,Self Employed,8000.0,275000.0,25.0,513.0,No,,,DirectOnline,18:25:00,iOS,67.0
10500,65,Male,Salaried,24000.0,625000.0,18.0,863.0,No,,,DirectOnline,17:51:00,Android,55.0
10504,58,Male,Professional,13000.0,51000.0,32.0,,Yes,486.0,35000.0,DirectBank,14:48:00,,59.0
10505,63,Female,Business,9000.0,916000.0,31.0,604.0,No,,,DirectBank,14:42:00,,57.0
10508,36,Female,Self Employed,22000.0,370000.0,29.0,343.0,No,,,DirectOnline,17:39:00,Android,61.0
10509,63,Male,Professional,44000.0,598000.0,20.0,549.0,Yes,868.0,75000.0,PaidAd,06:50:00,iOS,51.0
10510,23,Male,Self Employed,34000.0,303000.0,29.0,606.0,No,,,DirectOnline,19:29:00,Android,64.0
10513,58,Male,Salaried,10000.0,81000.0,34.0,,Yes,456.0,93000.0,DirectBank,14:10:00,,52.0
10514,51,Male,Self Employed,93000.0,883000.0,29.0,478.0,Yes,827.0,18000.0,DirectOnline,08:37:00,Android,68.0
10515,64,Female,Self Employed,33000.0,390000.0,22.0,312.0,Yes,543.0,6000.0,PaidAd,09:52:00,Android,58.0
10516,65,Female,Business,68000.0,264000.0,28.0,327.0,No,,,DirectBank,13:23:00,,53.0
10519,44,Male,Salaried,12000.0,251000.0,23.0,609.0,Yes,711.0,30000.0,DirectBank,13:58:00,,51.0
10521,47,Male,Salaried,41000.0,639000.0,28.0,,Yes,646.0,35000.0,DirectBank,15:36:00,,57.0
10522,23,Male,Business,37000.0,981000.0,18.0,676.0,Yes,511.0,54000.0,DirectOnline,17:57:00,Android,53.0
10524,30,Male,Self Employed,21000.0,425000.0,32.0,696.0,No,,,DirectOnline,16:46:00,Android,51.0
10525,43,Male,Self Employed,11000.0,310000.0,34.0,569.0,Yes,662.0,56000.0,DirectBank,15:08:00,,54.0
10527,36,Male,Salaried,47000.0,89000.0,30.0,346.0,Yes,550.0,5000.0,DirectOnline,03:04:00,Android,57.0
10528,60,Male,Self Employed,46000.0,360000.0,26.0,328.0,Yes,679.0,52000.0,DirectOnline,14:55:00,Android,53.0
10535,39,Female,Business,24000.0,426000.0,22.0,494.0,No,,,DirectOnline,16:22:00,Android,62.0
10536,47,Female,Self Employed,13000.0,169000.0,29.0,563.0,No,,,DirectOnline,11:07:00,Android,61.0
10537,36,Male,Salaried,13000.0,406000.0,21.0,674.0,Yes,370.0,19000.0,DirectBank,13:24:00,,57.0
10538,26,Female,Self Employed,68000.0,120000.0,31.0,469.0,Yes,322.0,52000.0,DirectOnline,17:05:00,Android,59.0
10539,60,Female,Self Employed,13000.0,460000.0,33.0,469.0,No,,,DirectBank,10:10:00,,54.0
10540,31,Female,Self Employed,56000.0,46000.0,27.0,619.0,Yes,327.0,62000.0,DirectOnline,19:35:00,Android,55.0
10543,65,Female,Business,52000.0,347000.0,25.0,559.0,Yes,632.0,30000.0,DirectOnline,19:51:00,Android,56.0
10545,44,Female,Self Employed,91000.0,86000.0,30.0,667.0,Yes,580.0,11000.0,PaidAd,18:06:00,Android,51.0
10546,30,Male,Self Employed,7000.0,471000.0,20.0,646.0,No,,,DirectOnline,22:46:00,Android,60.0
10548,51,Female,Salaried,27000.0,926000.0,21.0,,Yes,439.0,12000.0,DirectOnline,17:29:00,Android,58.0
10551,60,Female,Business,6000.0,487000.0,23.0,312.0,No,,,DirectOnline,20:44:00,Android,62.0
10555,43,Female,Self Employed,48000.0,232000.0,20.0,418.0,No,,,DirectOnline,08:39:00,Android,51.0
10559,52,Male,Self Employed,90000.0,106000.0,16.0,392.0,No,,,DirectBank,09:19:00,,53.0
10560,61,Female,Self Employed,14000.0,471000.0,19.0,541.0,No,,,PaidAd,10:55:00,Android,60.0
10561,51,Male,Self Employed,14000.0,111000.0,12.0,598.0,Yes,436.0,24000.0,DirectBank,12:31:00,,67.0
10564,39,Male,Self Employed,51000.0,71000.0,13.0,581.0,Yes,443.0,25000.0,PaidAd,23:23:00,Android,52.0
10565,48,Female,Self Employed,49000.0,469000.0,26.0,333.0,Yes,,43000.0,DirectOnline,12:19:00,iOS,53.0
10566,59,Male,Business,15000.0,869000.0,24.0,545.0,No,,,PaidAd,03:19:00,Android,74.0
10567,30,Male,Self Employed,52000.0,189000.0,14.0,457.0,Yes,328.0,14000.0,PaidAd,18:26:00,Android,56.0
10569,31,Male,Self Employed,44000.0,382000.0,25.0,667.0,No,,,DirectOnline,15:01:00,Android,62.0
10571,23,Female,Self Employed,15000.0,104000.0,19.0,318.0,Yes,579.0,46000.0,DirectBank,09:37:00,,53.0
10572,38,Female,Self Employed,15000.0,249000.0,35.0,,Yes,572.0,5000.0,DirectBank,09:09:00,,66.0
10575,50,Male,Business,10000.0,164000.0,34.0,669.0,No,,,DirectBank,12:49:00,,51.0
10576,52,Male,Salaried,38000.0,712000.0,18.0,419.0,No,,,PaidAd,03:20:00,Android,63.0
10577,37,Male,Salaried,29000.0,364000.0,33.0,335.0,Yes,791.0,12000.0,DirectOnline,06:43:00,iOS,56.0
10578,28,Male,Self Employed,18000.0,319000.0,35.0,577.0,Yes,894.0,15000.0,DirectOnline,12:17:00,Android,52.0
10579,40,Others,Self Employed,14000.0,940000.0,20.0,357.0,No,,,DirectBank,16:03:00,,55.0
10580,51,Female,Self Employed,17000.0,471000.0,32.0,552.0,No,,,DirectBank,14:05:00,,58.0
10584,54,Female,Salaried,5000.0,169000.0,19.0,357.0,No,,,DirectOnline,09:36:00,Android,53.0
10587,34,Female,Self Employed,17000.0,392000.0,27.0,562.0,Yes,573.0,36000.0,DirectOnline,21:54:00,iOS,51.0
10588,40,Female,Salaried,40000.0,654000.0,21.0,305.0,Yes,398.0,58000.0,DirectOnline,13:41:00,iOS,56.0
10589,29,Male,Salaried,10000.0,880000.0,31.0,577.0,No,,,Agent,14:43:00,,54.0
10594,65,Male,Self Employed,12000.0,473000.0,33.0,356.0,No,,,DirectBank,17:15:00,,62.0
10597,44,Female,Self Employed,22000.0,657000.0,28.0,446.0,Yes,474.0,59000.0,PaidAd,16:51:00,Android,63.0
10598,28,Male,Professional,9000.0,485000.0,20.0,319.0,No,,,DirectBank,15:54:00,,56.0
10599,40,Female,Self Employed,22000.0,144000.0,29.0,687.0,Yes,372.0,6000.0,DirectBank,14:36:00,,53.0
10600,52,Female,Self Employed,18000.0,447000.0,28.0,368.0,Yes,547.0,49000.0,DirectOnline,19:29:00,Android,69.0
10601,46,Male,Self Employed,9000.0,179000.0,26.0,652.0,Yes,545.0,14000.0,DirectOnline,19:58:00,Android,68.0
10602,39,Female,Self Employed,5000.0,214000.0,33.0,630.0,No,,,DirectBank,13:32:00,,51.0
10605,25,Male,Salaried,5000.0,185000.0,27.0,553.0,Yes,,15000.0,DirectOnline,17:56:00,Android,59.0
10606,59,Male,Self Employed,10000.0,254000.0,32.0,467.0,Yes,438.0,30000.0,DirectOnline,10:32:00,Android,69.0
10610,62,Male,Professional,8000.0,396000.0,18.0,578.0,No,,,PaidAd,06:34:00,Android,73.0
10611,34,Male,Professional,16000.0,58000.0,13.0,518.0,Yes,,18000.0,DirectBank,09:10:00,,60.0
10612,65,Male,Professional,13000.0,131000.0,29.0,436.0,No,,,Agent,11:32:00,,63.0
10614,32,Male,Self Employed,6000.0,124000.0,23.0,674.0,Yes,688.0,45000.0,DirectBank,15:32:00,,61.0
10615,56,Male,Salaried,15000.0,679000.0,20.0,598.0,Yes,558.0,6000.0,DirectOnline,17:28:00,Android,70.0
10616,51,Female,Self Employed,21000.0,942000.0,20.0,697.0,Yes,483.0,9000.0,DirectBank,16:18:00,,56.0
10620,59,Female,Business,28000.0,409000.0,31.0,560.0,Yes,572.0,16000.0,DirectOnline,16:09:00,Android,62.0
10621,25,Male,Salaried,20000.0,528000.0,35.0,453.0,Yes,473.0,18000.0,PaidAd,12:07:00,Android,62.0
10622,33,Male,Professional,48000.0,955000.0,20.0,430.0,No,,,DirectBank,11:26:00,,59.0
10626,38,Female,Self Employed,12000.0,480000.0,30.0,302.0,Yes,626.0,35000.0,PaidAd,13:17:00,iOS,65.0
10630,59,Male,Salaried,5000.0,450000.0,26.0,653.0,Yes,352.0,7000.0,DirectBank,12:46:00,,58.0
10631,54,Male,Professional,15000.0,831000.0,19.0,403.0,No,,,DirectBank,12:35:00,,54.0
10632,58,Male,Salaried,12000.0,47000.0,18.0,721.0,Yes,655.0,17000.0,DirectBank,16:32:00,,51.0
10636,43,Male,Self Employed,90000.0,107000.0,17.0,329.0,No,,,DirectBank,09:01:00,,53.0
10637,59,Male,Self Employed,10000.0,127000.0,23.0,369.0,No,,,DirectBank,12:28:00,,59.0
10640,46,Male,Self Employed,34000.0,994000.0,32.0,691.0,Yes,341.0,57000.0,DirectOnline,22:49:00,Android,66.0
10641,57,Female,Self Employed,12000.0,365000.0,33.0,513.0,No,,,DirectOnline,14:57:00,Android,60.0
