ApplicationNumber,Age,Gender,IncomeSource,Income,Loan,LoanTerm,CIBIL,CoAppStatus,CoAppCIBIL,CoAppIncome,ApplicationThrough,ApplicationTime,MobileOS,Score
10244,39,Female,Professional,9000.0,73000.0,32.0,399.0,Yes,575.0,53000.0,PaidAd,06:28:00,Android,64.0
10245,35,Female,Self Employed,19000.0,394000.0,24.0,332.0,Yes,874.0,40000.0,DirectOnline,13:43:00,Android,68.0
10246,24,Female,Self Employed,10000.0,396000.0,34.0,,No,,,DirectBank,11:30:00,,57.0
10247,29,Female,Self Employed,84000.0,327000.0,24.0,310.0,Yes,376.0,30000.0,DirectOnline,19:40:00,Android,47.0
10248,38,Male,Self Employed,9000.0,325000.0,33.0,688.0,Yes,614.0,36000.0,DirectBank,17:52:00,,43.0
10249,36,Male,Business,14000.0,354000.0,24.0,552.0,No,,,DirectOnline,10:42:00,Android,48.0
10250,25,Male,Self Employed,15000.0,164000.0,23.0,438.0,No,,,Agent,11:22:00,,46.0
10251,31,Male,Business,23000.0,366000.0,19.0,488.0,Yes,553.0,21000.0,DirectBank,16:34:00,,55.0
10252,53,Female,Self Employed,55000.0,126000.0,29.0,456.0,No,,,DirectBank,10:06:00,,42.0
10253,44,Female,Professional,13000.0,299000.0,31.0,533.0,No,,,Agent,10:28:00,,52.0
10254,25,Male,Self Employed,31000.0,187000.0,18.0,463.0,Yes,616.0,90000.0,DirectBank,12:05:00,,48.0
10255,52,Female,Salaried,94000.0,370000.0,22.0,377.0,Yes,583.0,42000.0,DirectBank,10:53:00,,37.0
10256,29,Female,Business,54000.0,429000.0,34.0,866.0,Yes,,6000.0,DirectBank,15:40:00,,43.0
10257,52,Male,Salaried,17000.0,352000.0,34.0,,Yes,643.0,39000.0,DirectBank,16:14:00,,60.0
10258,45,Female,Self Employed,46000.0,407000.0,31.0,450.0,Yes,596.0,19000.0,DirectBank,11:12:00,,61.0
10259,65,Female,Self Employed,40000.0,106000.0,12.0,613.0,No,,,DirectBank,16:39:00,,48.0
10260,42,Female,Salaried,24000.0,396000.0,21.0,577.0,Yes,875.0,16000.0,DirectBank,09:14:00,,42.0
10261,29,Female,Self Employed,17000.0,325000.0,19.0,587.0,No,,,PaidAd,09:40:00,Android,53.0
10262,54,Male,Professional,31000.0,299000.0,32.0,579.0,Yes,551.0,38000.0,Agent,12:50:00,,43.0
10263,38,Male,Self Employed,37000.0,203000.0,33.0,468.0,No,,,DirectOnline,09:19:00,Android,45.0
10264,62,Female,Salaried,39000.0,76000.0,25.0,338.0,Yes,572.0,27000.0,DirectBank,11:20:00,,43.0
10265,45,Male,Self Employed,34000.0,491000.0,29.0,,Yes,502.0,53000.0,DirectBank,12:17:00,,57.0
10266,29,Male,Self Employed,8000.0,101000.0,28.0,679.0,No,,,DirectOnline,12:39:00,Android,63.0
10267,61,Male,Salaried,38000.0,135000.0,19.0,,Yes,666.0,73000.0,DirectOnline,17:31:00,Android,52.0
10268,48,Male,Salaried,16000.0,818000.0,31.0,328.0,Yes,514.0,51000.0,DirectBank,09:42:00,,58.0
10269,32,Male,Self Employed,52000.0,273000.0,14.0,325.0,No,,,DirectOnline,10:22:00,Android,59.0
10270,45,Male,Self Employed,58000.0,230000.0,27.0,588.0,Yes,500.0,32000.0,DirectOnline,01:21:00,Android,69.0
10271,57,Female,Self Employed,12000.0,484000.0,26.0,663.0,Yes,663.0,59000.0,DirectBank,09:13:00,,65.0
10272,61,Female,Self Employed,79000.0,93000.0,25.0,716.0,Yes,452.0,19000.0,DirectBank,15:21:00,,43.0
10273,65,Male,Salaried,57000.0,417000.0,20.0,434.0,Yes,507.0,40000.0,DirectOnline,13:07:00,Android,55.0
10274,29,Female,Self Employed,6000.0,746000.0,25.0,673.0,No,,,DirectBank,14:04:00,,53.0
10275,43,Male,Self Employed,81000.0,388000.0,28.0,627.0,No,,,DirectBank,15:32:00,,46.0
10276,33,Female,Business,55000.0,395000.0,30.0,618.0,Yes,,7000.0,DirectBank,09:25:00,,42.0
10277,53,Male,Business,9000.0,478000.0,18.0,604.0,Yes,610.0,16000.0,DirectBank,17:38:00,,53.0
10278,26,Female,Business,37000.0,470000.0,21.0,893.0,No,,,DirectBank,14:24:00,,44.0
10279,36,Female,Self Employed,36000.0,57000.0,14.0,512.0,Yes,501.0,20000.0,DirectOnline,16:08:00,Android,44.0
10280,30,Female,Self Employed,48000.0,626000.0,23.0,388.0,Yes,622.0,72000.0,DirectBank,16:28:00,,58.0
10281,43,Male,Salaried,54000.0,106000.0,18.0,593.0,Yes,472.0,31000.0,DirectBank,14:55:00,,37.0
10282,58,Male,Salaried,15000.0,75000.0,32.0,639.0,No,,,DirectBank,09:27:00,,42.0
10283,59,Female,Business,27000.0,135000.0,20.0,397.0,Yes,814.0,7000.0,DirectOnline,11:29:00,Android,48.0
10284,35,Male,Salaried,6000.0,184000.0,28.0,410.0,No,,,Agent,09:18:00,,55.0
10285,53,Female,Salaried,43000.0,369000.0,19.0,874.0,Yes,517.0,60000.0,PaidAd,20:13:00,Android,41.0
10286,21,Male,Salaried,26000.0,170000.0,33.0,605.0,Yes,574.0,7000.0,DirectOnline,07:04:00,Android,51.0
10287,23,Female,Salaried,73000.0,143000.0,26.0,531.0,Yes,581.0,47000.0,DirectOnline,23:32:00,Android,49.0
10288,50,Female,Business,38000.0,175000.0,24.0,302.0,No,,,DirectOnline,16:06:00,Android,51.0
10289,37,Female,Self Employed,71000.0,325000.0,19.0,,Yes,759.0,20000.0,DirectBank,09:22:00,,51.0
10290,55,Female,Business,22000.0,365000.0,22.0,484.0,Yes,725.0,30000.0,PaidAd,10:17:00,Android,52.0
10291,52,Male,Salaried,39000.0,991000.0,24.0,878.0,Yes,,32000.0,Agent,12:41:00,,55.0
10292,25,Male,Self Employed,7000.0,467000.0,30.0,514.0,Yes,500.0,17000.0,DirectBank,14:54:00,,62.0
10293,54,Male,Business,58000.0,151000.0,20.0,420.0,Yes,690.0,20000.0,DirectBank,17:54:00,,52.0
10294,48,Female,Business,34000.0,483000.0,30.0,562.0,Yes,440.0,18000.0,DirectBank,12:08:00,,45.0
10295,50,Male,Professional,52000.0,463000.0,27.0,792.0,No,,,DirectBank,09:04:00,,41.0
10296,22,Female,Self Employed,56000.0,64000.0,18.0,307.0,Yes,441.0,51000.0,DirectOnline,19:46:00,Android,56.0
10297,46,Female,Self Employed,21000.0,61000.0,25.0,652.0,Yes,586.0,10000.0,Agent,15:40:00,,50.0
10298,36,Female,Self Employed,25000.0,93000.0,14.0,,Yes,427.0,45000.0,DirectBank,16:31:00,,40.0
10299,53,Female,Self Employed,84000.0,289000.0,22.0,339.0,Yes,382.0,27000.0,PaidAd,17:36:00,Android,55.0
10300,26,Female,Business,40000.0,437000.0,18.0,437.0,Yes,517.0,15000.0,DirectBank,10:29:00,,51.0
10301,51,Male,Business,54000.0,403000.0,22.0,707.0,No,,,DirectOnline,16:57:00,Android,62.0
10302,60,Male,Salaried,33000.0,469000.0,31.0,809.0,No,,,DirectOnline,18:43:00,Android,38.0
10303,20,Male,Business,22000.0,275000.0,33.0,318.0,No,,,DirectBank,14:10:00,,45.0
10304,31,Male,Self Employed,20000.0,110000.0,33.0,567.0,No,,,Agent,09:17:00,,55.0
10305,62,Female,Business,48000.0,73000.0,25.0,357.0,No,,,DirectBank,15:54:00,,47.0
10306,46,Female,Business,9000.0,309000.0,25.0,897.0,Yes,400.0,39000.0,DirectBank,10:50:00,,51.0
10307,29,Male,Self Employed,56000.0,368000.0,28.0,441.0,Yes,565.0,34000.0,DirectBank,17:44:00,,56.0
10308,55,Female,Professional,8000.0,366000.0,25.0,505.0,No,,,DirectBank,14:51:00,,61.0
10309,62,Female,Self Employed,37000.0,250000.0,32.0,553.0,Yes,705.0,10000.0,DirectOnline,11:27:00,Android,50.0
10310,24,Female,Salaried,53000.0,255000.0,15.0,,No,,,PaidAd,19:01:00,Android,46.0
10311,29,Female,Self Employed,46000.0,146000.0,16.0,386.0,No,,,DirectOnline,23:01:00,Android,51.0
10312,48,Female,Self Employed,45000.0,94000.0,15.0,651.0,Yes,566.0,28000.0,DirectOnline,20:45:00,Android,47.0
10313,54,Female,Self Employed,35000.0,373000.0,31.0,573.0,Yes,412.0,42000.0,DirectBank,09:52:00,,50.0
10314,63,Male,Self Employed,58000.0,214000.0,32.0,705.0,Yes,535.0,19000.0,PaidAd,08:34:00,iOS,49.0
10315,24,Female,Business,45000.0,155000.0,34.0,503.0,Yes,681.0,19000.0,DirectOnline,00:51:00,Android,56.0
10316,45,Female,Self Employed,38000.0,165000.0,18.0,522.0,Yes,455.0,54000.0,DirectBank,10:03:00,,39.0
10317,53,Female,Self Employed,42000.0,793000.0,21.0,581.0,Yes,694.0,76000.0,PaidAd,17:15:00,Android,60.0
10318,22,Male,Business,16000.0,442000.0,33.0,607.0,Yes,632.0,51000.0,DirectOnline,13:57:00,Android,57.0
10319,23,Female,Self Employed,16000.0,259000.0,35.0,689.0,Yes,673.0,16000.0,DirectBank,11:30:00,,59.0
10320,39,Male,Professional,5000.0,101000.0,30.0,334.0,Yes,,26000.0,DirectOnline,12:11:00,Android,61.0
10321,20,Male,Self Employed,63000.0,361000.0,25.0,580.0,Yes,664.0,15000.0,Agent,09:08:00,,47.0
10322,45,Male,Business,59000.0,306000.0,35.0,740.0,Yes,546.0,42000.0,PaidAd,13:02:00,Android,42.0
10323,29,Female,Professional,39000.0,450000.0,23.0,351.0,No,,,DirectBank,10:58:00,,43.0
10324,56,Female,Self Employed,35000.0,408000.0,20.0,399.0,No,,,DirectBank,09:08:00,,51.0
10325,64,Female,Business,35000.0,80000.0,24.0,593.0,No,,,DirectBank,12:11:00,,48.0
10326,49,Female,Business,32000.0,421000.0,27.0,618.0,Yes,355.0,94000.0,DirectBank,14:58:00,,44.0
10327,31,Male,Self Employed,20000.0,175000.0,31.0,504.0,No,,,DirectBank,14:39:00,,45.0
10328,37,Male,Business,25000.0,66000.0,22.0,525.0,Yes,783.0,52000.0,DirectBank,14:22:00,,47.0
10329,57,Female,Salaried,9000.0,96000.0,35.0,,No,,,DirectOnline,01:42:00,Android,63.0
10330,26,Male,Self Employed,49000.0,302000.0,25.0,599.0,Yes,644.0,36000.0,DirectBank,10:24:00,,46.0
10331,36,Female,Self Employed,46000.0,614000.0,32.0,611.0,Yes,457.0,41000.0,DirectOnline,20:50:00,Android,57.0
10332,40,Male,Business,18000.0,356000.0,32.0,626.0,No,,,Agent,12:40:00,,49.0
10333,25,Female,Self Employed,91000.0,474000.0,18.0,595.0,Yes,309.0,29000.0,PaidAd,12:30:00,Android,50.0
10334,20,Male,Salaried,57000.0,103000.0,14.0,560.0,Yes,895.0,12000.0,Agent,17:42:00,,38.0
10335,28,Female,Salaried,11000.0,45000.0,16.0,566.0,Yes,,7000.0,PaidAd,10:00:00,iOS,35.0
10336,58,Male,Self Employed,58000.0,150000.0,34.0,471.0,No,,,DirectBank,09:38:00,,43.0
10337,50,Male,Self Employed,41000.0,465000.0,34.0,411.0,Yes,304.0,14000.0,DirectBank,09:21:00,,56.0
10338,29,Male,Professional,11000.0,476000.0,21.0,540.0,Yes,303.0,29000.0,PaidAd,14:22:00,Android,52.0
10339,27,Male,Business,60000.0,185000.0,15.0,338.0,Yes,613.0,37000.0,Agent,17:11:00,,38.0
10340,62,Male,Business,12000.0,158000.0,19.0,548.0,Yes,891.0,8000.0,PaidAd,10:52:00,Android,42.0
10341,30,Male,Self Employed,5000.0,392000.0,27.0,317.0,Yes,584.0,9000.0,DirectOnline,13:10:00,Android,63.0
10342,51,Female,Self Employed,51000.0,337000.0,23.0,682.0,Yes,674.0,55000.0,DirectBank,09:13:00,,53.0
10343,36,Male,Self Employed,57000.0,172000.0,18.0,483.0,Yes,,45000.0,DirectOnline,19:10:00,Android,53.0
10344,60,Female,Self Employed,19000.0,96000.0,24.0,775.0,No,,,DirectBank,17:54:00,,39.0
10345,50,Male,Self Employed,5000.0,54000.0,15.0,309.0,Yes,,38000.0,DirectBank,15:21:00,,61.0
10346,29,Male,Self Employed,44000.0,389000.0,33.0,302.0,Yes,659.0,21000.0,DirectOnline,21:48:00,Android,62.0
10347,64,Male,Self Employed,15000.0,216000.0,24.0,,Yes,405.0,53000.0,DirectBank,17:02:00,,60.0
10348,41,Female,Self Employed,54000.0,425000.0,28.0,390.0,Yes,857.0,42000.0,PaidAd,10:01:00,Android,54.0
10349,43,Male,Self Employed,21000.0,121000.0,32.0,613.0,Yes,493.0,52000.0,PaidAd,20:59:00,Android,52.0
10350,62,Female,Self Employed,41000.0,169000.0,33.0,372.0,No,,,DirectOnline,03:56:00,iOS,61.0
10351,59,Male,Self Employed,62000.0,248000.0,22.0,528.0,Yes,677.0,6000.0,DirectBank,09:36:00,,43.0
10352,52,Male,Self Employed,7000.0,101000.0,26.0,612.0,Yes,,30000.0,DirectBank,10:14:00,,65.0
10353,44,Female,Self Employed,59000.0,67000.0,26.0,443.0,Yes,499.0,5000.0,DirectBank,11:46:00,,46.0
10354,35,Male,Salaried,31000.0,252000.0,25.0,574.0,Yes,476.0,42000.0,PaidAd,14:40:00,Android,52.0
10355,38,Female,Business,25000.0,129000.0,15.0,591.0,Yes,333.0,51000.0,DirectBank,10:42:00,,38.0
10356,46,Female,Business,71000.0,227000.0,14.0,606.0,Yes,526.0,43000.0,DirectOnline,14:30:00,Android,49.0
10357,64,Female,Self Employed,14000.0,278000.0,32.0,634.0,No,,,DirectBank,17:55:00,,67.0
10358,63,Female,Self Employed,27000.0,384000.0,28.0,649.0,No,,,DirectOnline,19:07:00,Android,66.0
10359,25,Male,Self Employed,42000.0,424000.0,26.0,503.0,Yes,618.0,19000.0,DirectBank,09:32:00,,58.0
10360,60,Male,Salaried,25000.0,102000.0,33.0,623.0,No,,,DirectBank,09:48:00,,41.0
10361,27,Female,Self Employed,37000.0,221000.0,13.0,382.0,Yes,323.0,7000.0,DirectOnline,21:59:00,Android,52.0
10362,50,Male,Salaried,56000.0,652000.0,19.0,586.0,No,,,DirectOnline,14:37:00,Android,56.0
10363,38,Male,Salaried,11000.0,296000.0,35.0,458.0,Yes,513.0,5000.0,DirectOnline,14:31:00,Android,69.0
10364,23,Male,Professional,19000.0,208000.0,25.0,522.0,Yes,603.0,18000.0,DirectBank,15:52:00,,51.0
10365,46,Male,Professional,10000.0,57000.0,18.0,675.0,Yes,622.0,11000.0,DirectBank,16:10:00,,66.0
10366,61,Male,Self Employed,25000.0,228000.0,14.0,536.0,No,,,DirectOnline,10:36:00,Android,62.0
10367,52,Female,Self Employed,7000.0,133000.0,12.0,676.0,No,,,DirectOnline,16:18:00,Android,58.0
10368,64,Male,Self Employed,33000.0,362000.0,35.0,537.0,No,,,DirectBank,09:29:00,,49.0
10369,25,Female,Business,14000.0,50000.0,30.0,564.0,Yes,535.0,42000.0,DirectBank,15:09:00,,43.0
10370,51,Male,Professional,24000.0,355000.0,29.0,681.0,No,,,DirectBank,14:06:00,,60.0
10371,40,Female,Business,50000.0,81000.0,20.0,421.0,No,,,DirectOnline,13:58:00,Android,39.0
10372,65,Female,Business,39000.0,442000.0,26.0,573.0,No,,,PaidAd,13:28:00,Android,56.0
10373,32,Male,Professional,6000.0,241000.0,23.0,833.0,Yes,,14000.0,DirectBank,13:46:00,,48.0
10374,59,Others,Self Employed,11000.0,359000.0,24.0,575.0,Yes,811.0,16000.0,DirectBank,17:04:00,,53.0
10375,22,Female,Business,22000.0,902000.0,20.0,471.0,Yes,445.0,6000.0,DirectBank,14:09:00,,59.0
10376,44,Male,Salaried,57000.0,189000.0,34.0,858.0,No,,,DirectBank,17:09:00,,38.0
10377,37,Male,Salaried,25000.0,197000.0,27.0,427.0,No,,,DirectBank,16:12:00,,47.0
10378,46,Male,Self Employed,42000.0,301000.0,32.0,648.0,Yes,581.0,5000.0,DirectBank,09:49:00,,59.0
10379,31,Male,Self Employed,10000.0,42000.0,20.0,650.0,No,,,DirectOnline,08:27:00,Android,50.0
10380,46,Female,Self Employed,26000.0,681000.0,23.0,,Yes,,11000.0,DirectBank,11:58:00,,60.0
10381,61,Male,Self Employed,36000.0,109000.0,29.0,387.0,Yes,535.0,18000.0,DirectOnline,07:38:00,Android,67.0
10382,42,Female,Self Employed,55000.0,758000.0,32.0,,Yes,543.0,53000.0,DirectBank,14:41:00,,49.0
10383,49,Male,Self Employed,27000.0,436000.0,35.0,661.0,Yes,430.0,17000.0,DirectBank,16:22:00,,58.0
10384,32,Male,Self Employed,42000.0,799000.0,19.0,742.0,No,,,DirectBank,17:30:00,,48.0
10385,47,Male,Self Employed,15000.0,141000.0,33.0,,Yes,689.0,25000.0,DirectOnline,13:09:00,Android,58.0
10386,24,Male,Salaried,47000.0,403000.0,27.0,663.0,Yes,,5000.0,PaidAd,10:02:00,Android,57.0
10387,30,Male,Self Employed,29000.0,78000.0,26.0,497.0,Yes,729.0,26000.0,DirectOnline,17:44:00,Android,53.0
10388,42,Female,Salaried,44000.0,193000.0,16.0,,No,,,Agent,13:15:00,,47.0
10389,65,Male,Salaried,41000.0,117000.0,27.0,663.0,Yes,660.0,33000.0,DirectOnline,13:03:00,Android,50.0
10390,54,Female,Self Employed,79000.0,109000.0,25.0,,Yes,896.0,58000.0,DirectBank,14:09:00,,47.0
10391,50,Female,Self Employed,36000.0,235000.0,25.0,518.0,No,,,Agent,15:38:00,,64.0
10392,55,Female,Salaried,34000.0,162000.0,15.0,,No,,,DirectBank,17:28:00,,37.0
10393,30,Male,Salaried,6000.0,151000.0,15.0,615.0,Yes,464.0,12000.0,DirectOnline,01:32:00,Android,62.0
10394,52,Female,Self Employed,33000.0,87000.0,27.0,801.0,No,,,DirectOnline,06:23:00,iOS,41.0
10395,24,Male,Professional,55000.0,250000.0,32.0,611.0,Yes,339.0,45000.0,DirectBank,14:54:00,,43.0
10396,57,Female,Self Employed,14000.0,193000.0,24.0,684.0,Yes,555.0,5000.0,DirectBank,15:03:00,,58.0
10397,38,Others,Self Employed,25000.0,44000.0,19.0,666.0,Yes,518.0,11000.0,DirectBank,10:19:00,,52.0
10398,29,Male,Self Employed,38000.0,91000.0,27.0,595.0,No,,,DirectBank,17:07:00,,44.0
10399,61,Male,Self Employed,22000.0,413000.0,27.0,666.0,Yes,475.0,7000.0,Agent,13:55:00,,64.0
10400,59,Male,Self Employed,22000.0,479000.0,18.0,687.0,No,,,DirectBank,12:39:00,,48.0
10401,33,Female,Business,97000.0,92000.0,31.0,642.0,Yes,,28000.0,DirectBank,09:05:00,,44.0
10402,47,Male,Self Employed,9000.0,245000.0,26.0,561.0,Yes,,43000.0,DirectBank,13:39:00,,50.0
10403,65,Female,Self Employed,34000.0,361000.0,28.0,822.0,No,,,DirectBank,11:37:00,,49.0
10404,24,Female,Self Employed,5000.0,131000.0,25.0,510.0,Yes,598.0,20000.0,DirectBank,13:57:00,,61.0
10405,44,Male,Self Employed,17000.0,336000.0,25.0,546.0,No,,,DirectBank,15:22:00,,55.0
10406,34,Male,Self Employed,14000.0,434000.0,31.0,697.0,No,,,DirectOnline,13:03:00,Android,61.0
10407,27,Female,Self Employed,35000.0,116000.0,27.0,627.0,Yes,891.0,28000.0,DirectBank,13:34:00,,42.0
10408,31,Male,Business,36000.0,73000.0,20.0,620.0,Yes,306.0,18000.0,DirectOnline,01:25:00,Android,61.0
10409,47,Female,Self Employed,5000.0,165000.0,26.0,517.0,Yes,779.0,19000.0,DirectOnline,07:12:00,iOS,68.0
10410,50,Female,Self Employed,9000.0,423000.0,32.0,,No,,,Agent,09:18:00,,56.0
10411,26,Female,Professional,44000.0,298000.0,22.0,593.0,No,,,DirectBank,11:24:00,,47.0
10412,35,Male,Self Employed,20000.0,240000.0,14.0,555.0,Yes,511.0,34000.0,Agent,14:53:00,,51.0
10413,65,Female,Self Employed,63000.0,52000.0,18.0,692.0,No,,,DirectOnline,07:49:00,Android,53.0
10414,50,Male,Self Employed,78000.0,108000.0,18.0,610.0,Yes,721.0,84000.0,DirectOnline,14:23:00,Android,48.0
10415,54,Female,Self Employed,37000.0,226000.0,14.0,,No,,,DirectOnline,13:20:00,Android,46.0
10416,58,Female,Self Employed,89000.0,236000.0,20.0,648.0,No,,,PaidAd,16:28:00,Android,48.0
10417,51,Male,Self Employed,9000.0,289000.0,34.0,890.0,Yes,672.0,18000.0,DirectOnline,19:42:00,Android,57.0
10418,26,Female,Business,19000.0,410000.0,26.0,588.0,Yes,338.0,48000.0,DirectBank,12:31:00,,49.0
10419,35,Male,Self Employed,7000.0,152000.0,19.0,635.0,No,,,PaidAd,20:57:00,iOS,57.0
10420,21,Female,Self Employed,10000.0,360000.0,22.0,482.0,Yes,563.0,78000.0,DirectOnline,00:24:00,Android,61.0
10421,34,Male,Self Employed,60000.0,100000.0,28.0,527.0,Yes,399.0,41000.0,DirectBank,16:36:00,,45.0
10422,20,Male,Salaried,9000.0,481000.0,21.0,315.0,Yes,606.0,13000.0,DirectBank,17:24:00,,55.0
10423,36,Male,Self Employed,13000.0,136000.0,27.0,445.0,Yes,670.0,97000.0,DirectBank,13:31:00,,47.0
10424,29,Male,Self Employed,84000.0,241000.0,27.0,,No,,,PaidAd,12:33:00,Android,50.0
10425,63,Male,Salaried,5000.0,197000.0,15.0,365.0,Yes,,45000.0,DirectBank,10:41:00,,57.0
10426,54,Female,Self Employed,60000.0,383000.0,25.0,,No,,,DirectBank,11:36:00,,50.0
10427,50,Female,Self Employed,5000.0,149000.0,34.0,340.0,No,,,DirectBank,17:09:00,,53.0
10428,63,Male,Salaried,52000.0,432000.0,31.0,464.0,No,,,DirectOnline,09:24:00,Android,61.0
10429,28,Male,Salaried,39000.0,205000.0,15.0,640.0,No,,,DirectBank,14:04:00,,35.0
10430,47,Male,Self Employed,53000.0,257000.0,22.0,703.0,Yes,,5000.0,DirectBank,14:37:00,,43.0
10431,33,Male,Salaried,96000.0,283000.0,31.0,760.0,Yes,595.0,54000.0,DirectOnline,19:23:00,Android,40.0
10432,44,Male,Self Employed,21000.0,76000.0,34.0,658.0,No,,,PaidAd,20:19:00,Android,51.0
10433,26,Female,Self Employed,47000.0,441000.0,29.0,636.0,Yes,,16000.0,DirectOnline,04:09:00,Android,63.0
10434,34,Others,Self Employed,55000.0,272000.0,29.0,342.0,Yes,528.0,45000.0,PaidAd,12:47:00,Android,41.0
10435,28,Male,Professional,46000.0,121000.0,21.0,790.0,Yes,487.0,55000.0,Agent,12:30:00,,32.0
10436,26,Male,Self Employed,17000.0,614000.0,30.0,591.0,No,,,Agent,12:45:00,,47.0
